sigla_provincia;denominazione_ita;lat;lon;superficie_kmq
PC;Pontenure;44,999638;9,78615;33,8481
PC;Rivergaro;44,9107051;9,597564;43,8291
PC;Rottofreno;45,0570447;9,5504134;35,1646
PC;San Giorgio Piacentino;44,9541096;9,737551;49,194
PC;San Pietro in Cerro;45,0213265;9,9513817;27,3456
PC;Sarmato;45,0604159;9,4914865;27,2585
PC;Travo;44,8610336;9,5428379;81,0121
PC;Vernasca;44,7999243;9,8295901;72,5658
PC;Vigolzone;44,9115192;9,66979;42,0366
PC;Villanova sull'Arda;45,0258217;9,9974177;36,5647
PC;Zerba;44,6656099;9,2877081;24,127
PC;Ziano Piacentino;45,0022292;9,4026376;32,7755
PC;Alta Val Tidone;44,8991009;9,3590611;100,8556
PR;Albareto;44,4458054;9,7005241;104,1033
PR;Bardi;44,6328059;9,7319948;189,894
PR;Bedonia;44,5034907;9,6313141;169,5556
PR;Berceto;44,5095197;9,9894023;131,7046
PR;Bore;44,7190038;9,7943565;43,0043
PR;Borgo Val di Taro;44,4880211;9,7676671;151,4879
PR;Busseto;44,981327;10,0413231;76,5911
PR;Calestano;44,6006578;10,122149;57,3542
PR;Collecchio;44,7527953;10,2157962;58,831
PR;Colorno;44,9287926;10,3756497;48,4061
PR;Compiano;44,4959538;9,6624252;37,532
PR;Corniglio;44,4761908;10,0886869;165,6975
PR;Felino;44,6955175;10,2407207;38,3458
PR;Fidenza;44,8670844;10,0614142;95,1166
PR;Fontanellato;44,8824587;10,1734164;53,9754
PR;Fontevivo;44,8564232;10,1753779;26,0045
PR;Fornovo di Taro;44,6892488;10,0987286;57,5224
PR;Langhirano;44,6144446;10,2664239;70,8424
PR;Lesignano de' Bagni;44,6440272;10,3016618;47,485
PR;Medesano;44,7568122;10,1399611;88,7682
PR;Monchio delle Corti;44,4123644;10,1232045;69,0416
PR;Montechiarugolo;44,6935727;10,4224618;48,2015
PR;Neviano degli Arduini;44,5836448;10,3177523;105,9563
PR;Noceto;44,8102574;10,1771929;79,1728
PR;Palanzano;44,4353432;10,1924034;69,8016
PR;Parma;44,8010694;10,3283497;260,5979
PR;Pellegrino Parmense;44,733322;9,9268382;82,0786
PR;Roccabianca;45,008117;10,2181206;40,459
PR;Sala Baganza;44,7155193;10,2282384;30,7549
PR;Salsomaggiore Terme;44,8156789;9,9780944;81,4989
PR;San Secondo Parmense;44,9191498;10,2269061;37,7094
PR;Solignano;44,6151027;9,9794018;73,1352
PR;Soragna;44,9268946;10,1223225;45,3863
PR;Terenzo;44,6099981;10,0876366;72,6961
PR;Tizzano Val Parma;44,5208507;10,1989396;78,3864
PR;Tornolo;44,4849015;9,6244886;67,4779
PR;Torrile;44,8906035;10,3550765;37,147
PR;Traversetolo;44,6397422;10,3816393;54,8602
PR;Valmozzola;44,5682557;9,884882;67,6414
PR;Varano de' Melegari;44,6870678;10,014282;64,9214
PR;Varsi;44,6629056;9,8456827;80,0644
PR;Sissa Trecasali;44,94827;10,2798593;72,7144
PR;Polesine Zibello;45,0127918;10,1178921;48,5037
PR;Sorbolo Mezzani;44,8871914;10,4389188;66,9713
RE;Albinea;44,6196185;10,6020588;43,8883
RE;Bagnolo in Piano;44,7614248;10,6729037;26,9392
RE;Baiso;44,4952415;10,598793;75,553
RE;Bibbiano;44,6632545;10,4733696;28,1622
RE;Boretto;44,9045344;10,5534413;18,0943
RE;Brescello;44,9015327;10,5160119;24,0376
RE;Cadelbosco di Sopra;44,7629238;10,5943812;43,5957
RE;Campagnola Emilia;44,8413094;10,7591702;24,3929
RE;Campegine;44,781378;10,5311156;22,6234
RE;Carpineti;44,4546749;10,519549;89,567
RE;Casalgrande;44,589866;10,739267;37,7068
RE;Casina;44,5116272;10,5004644;63,8037
RE;Castellarano;44,5095444;10,7306429;58,058
RE;Castelnovo di Sotto;44,811598;10,5636799;35,0143
RE;Castelnovo ne' Monti;44,4374775;10,4032631;96,6802
RE;Cavriago;44,6948525;10,5267335;16,9945
RE;Canossa;44,5924938;10,4084181;53,0823
RE;Correggio;44,7713375;10,7812149;77,5093
RE;Fabbrico;44,8715944;10,8095041;23,6332
RE;Gattatico;44,8062215;10,4737507;42,1447
RE;Gualtieri;44,9049582;10,6294922;35,6438
RE;Guastalla;44,9223955;10,6540389;52,9206
RE;Luzzara;44,9600907;10,6858751;38,5245
RE;Montecchio Emilia;44,7001335;10,44658;24,3868
RE;Novellara;44,8451219;10,731889;58,1064
RE;Poviglio;44,840803;10,5415167;43,5507
RE;Quattro Castella;44,6357653;10,4726942;46,3056
RE;Reggiolo;44,9185889;10,8042841;42,6623
RE;Reggio nell'Emilia;44,6973469;10,6300796;230,6805
RE;Rio Saliceto;44,8093156;10,802901;22,5618
RE;Rolo;44,8871987;10,8563492;14,1703
RE;Rubiera;44,6532936;10,7832583;25,1941
RE;San Martino in Rio;44,7326923;10,7846575;22,7176
RE;San Polo d'Enza;44,6264918;10,4209023;32,2932
RE;Sant'Ilario d'Enza;44,7605928;10,4514302;20,2331
RE;Scandiano;44,5993823;10,688216;50,0478
RE;Toano;44,3763699;10,5589473;67,2538
RE;Vetto;44,4840384;10,3392422;53,3728
RE;Vezzano sul Crostolo;44,6009077;10,5464413;37,8178
RE;Viano;44,5482798;10,6204073;44,9712
RE;Villa Minozzo;44,3652023;10,4671922;168,0773
RE;Ventasso;44,3525619;10,2809425;258,1724
MO;Bastiglia;44,7264445;10,9998115;10,4662
MO;Bomporto;44,72737;11,0427868;38,8735
MO;Campogalliano;44,6904351;10,8412577;35,6891
MO;Camposanto;44,7878997;11,1382788;22,7072
MO;Carpi;44,7824747;10,8852626;131,5407
MO;Castelfranco Emilia;44,596359;11,0529895;102,5111
MO;Castelnuovo Rangone;44,5491235;10,9396487;22,4407
MO;Castelvetro di Modena;44,5034575;10,9430322;49,783
MO;Cavezzo;44,8376965;11,0299045;26,7719
MO;Concordia sulla Secchia;44,9122338;10,9828119;40,9448
MO;Fanano;44,2073898;10,7951399;89,9056
MO;Finale Emilia;44,8322096;11,2957331;105,1257
MO;Fiorano Modenese;44,5390796;10,8114201;26,2317
MO;Fiumalbo;44,1795037;10,6473972;39,1349
MO;Formigine;44,5759749;10,8401887;46,7584
MO;Frassinoro;44,29536;10,5731314;95,4568
MO;Guiglia;44,427971;10,957271;48,296
MO;Lama Mocogno;44,3082965;10,7306227;63,907
MO;Maranello;44,5251129;10,8674476;32,5808
MO;Marano sul Panaro;44,4561066;10,9662869;45,4654
MO;Medolla;44,8489411;11,0714767;26,9959
MO;Mirandola;44,8870744;11,0660771;137,0459
MO;Modena;44,6459934;10,9261547;183,173
MO;Montecreto;44,2489434;10,7207343;31,2213
MO;Montefiorino;44,3594383;10,6253257;45,277
MO;Montese;44,2674579;10,9403682;81,0046
MO;Nonantola;44,6777761;11,0431176;55,32
MO;Novi di Modena;44,8935641;10,9013425;51,808
MO;Palagano;44,3207127;10,6477528;60,411
MO;Pavullo nel Frignano;44,3394593;10,8339861;143,7304
MO;Pievepelago;44,2070147;10,6169755;76,5344
MO;Polinago;44,3443484;10,7231114;53,7389
MO;Prignano sulla Secchia;44,4359805;10,689524;79,6652
MO;Ravarino;44,7244638;11,0999978;28,5303
MO;Riolunato;44,2304787;10,6530283;44,9129
MO;San Cesario sul Panaro;44,5615594;11,0341677;27,3097
MO;San Felice sul Panaro;44,8393157;11,1414042;51,6636
MO;San Possidonio;44,8909913;10,9967862;17,0582
MO;San Prospero;44,7878956;11,0228925;34,557
MO;Sassuolo;44,5403172;10,7827016;38,4032
MO;Savignano sul Panaro;44,4795846;11,033755;25,554
MO;Serramazzoni;44,4212256;10,7901899;93,9602
MO;Sestola;44,2301353;10,7713807;52,4711
MO;Soliera;44,7381348;10,9247311;50,9283
MO;Spilamberto;44,533706;11,0237403;29,7918
MO;Vignola;44,4795276;11,0107571;22,8613
MO;Zocca;44,3450538;10,9952748;69,3646
BO;Anzola dell'Emilia;44,5464749;11,1932691;36,5961
BO;Argelato;44,6423203;11,3476452;35,1033
BO;Baricella;44,6470541;11,5345498;45,4839
BO;Bentivoglio;44,6351422;11,4178636;51,1055
BO;Bologna;44,494358;11,3417204;140,8566
BO;Borgo Tossignano;44,2772963;11,589228;29,2729
BO;Budrio;44,5375079;11,5356394;120,1849
BO;Calderara di Reno;44,5660739;11,2720236;40,7517
BO;Camugnano;44,1689513;11,0873923;96,5976
BO;Casalecchio di Reno;44,4811892;11,2824684;17,3334
BO;Casalfiumanese;44,2976172;11,6162053;82,0283
BO;Castel d'Aiano;44,2806404;11,0013052;45,2605
BO;Castel del Rio;44,2131424;11,5044276;52,5914
BO;Castel di Casio;44,1630466;11,0363696;47,3257
BO;Castel Guelfo di Bologna;44,4318063;11,6789537;28,6088
BO;Castello d'Argile;44,6812258;11,2965999;29,0706
BO;Castel Maggiore;44,574989;11,3648913;30,9004
BO;Castel San Pietro Terme;44,3981124;11,589178;148,4147
BO;Castenaso;44,5089089;11,4687868;35,7333
BO;Castiglione dei Pepoli;44,1416417;11,1539116;65,7611
BO;Crevalcore;44,7226389;11,1470344;102,7526
BO;Dozza;44,3594281;11,6286774;24,2317
BO;Fontanelice;44,2574463;11,5583694;36,5572
BO;Gaggio Montano;44,1989913;10,936246;58,6697
BO;Galliera;44,7447349;11,4359415;37,1536
BO;Granarolo dell'Emilia;44,5534148;11,4476949;34,3693
BO;Grizzana Morandi;44,2555004;11,1507505;77,4024
BO;Imola;44,3530631;11,7141554;205,0213
BO;Lizzano in Belvedere;44,1616298;10,8936621;85,447
BO;Loiano;44,2701677;11,3217287;52,4056
BO;Malalbergo;44,7188996;11,5339784;53,8163
BO;Marzabotto;44,3403739;11,2051399;74,5263
BO;Medicina;44,4764351;11,6404752;159,1056
BO;Minerbio;44,6251943;11,4908026;43,0663
BO;Molinella;44,6203624;11,6703213;127,8402
BO;Monghidoro;44,2194312;11,3166301;48,2812
BO;Monterenzio;44,3252676;11,4050062;105,2554
BO;Monte San Pietro;44,4577524;11,1996848;74,6857
BO;Monzuno;44,2767965;11,2714434;65,0081
BO;Mordano;44,3977144;11,8105339;21,4513
BO;Ozzano dell'Emilia;44,444827;11,4782017;64,9471
BO;Pianoro;44,385099;11,3432594;107,129
BO;Pieve di Cento;44,7136271;11,3070034;15,9368
BO;Sala Bolognese;44,6297905;11,2768679;45,6367
BO;San Benedetto Val di Sambro;44,2155617;11,2330665;66,4675
BO;San Giorgio di Piano;44,646977;11,3751383;30,4326
BO;San Giovanni in Persiceto;44,6387648;11,1877983;114,4106
BO;San Lazzaro di Savena;44,4704676;11,4080571;44,7241
BO;San Pietro in Casale;44,7026195;11,4061939;65,8561
BO;Sant'Agata Bolognese;44,6645377;11,1338101;34,7917
BO;Sasso Marconi;44,3943649;11,2449169;96,4485
BO;Vergato;44,2839283;11,112783;59,9401
BO;Zola Predosa;44,492229;11,2181831;37,7472
BO;Valsamoggia;44,4441679;11,0912529;178,1313
BO;Alto Reno Terme;44,1277412;10,936175;73,6224
FE;Argenta;44,6144289;11,8370423;311,663
FE;Bondeno;44,8852131;11,4184641;174,753
FE;Cento;44,7275511;11,2906097;64,7415
FE;Codigoro;44,8318358;12,1050145;169,2711
FE;Comacchio;44,6946183;12,1838722;283,7461
FE;Copparo;44,895473;11,8287199;157,0042
FE;Ferrara;44,8359872;11,6186892;405,1396
FE;Jolanda di Savoia;44,8861514;11,9745084;108,3382
FE;Lagosanto;44,7654101;12,1410012;34,4368
FE;Masi Torello;44,7940324;11,795273;22,7071
FE;Mesola;44,9224848;12,2292448;84,2986
FE;Ostellato;44,7454054;11,9408256;173,3408
FE;Poggio Renatico;44,7647097;11,4854536;80,2322
FE;Portomaggiore;44,6977998;11,8057779;126,6429
FE;Vigarano Mainarda;44,8417583;11,5003155;42,0182
FE;Voghiera;44,7581357;11,7512453;40,3268
FE;Goro;44,8538126;12,3027611;26,6198
FE;Fiscaglia;44,7888547;12,0143302;116,1817
FE;Terre del Reno;44,8069233;11,4047066;51,0347
FE;Riva del Po;44,9540305;11,9173534;111,8218
FE;Tresignana;44,8256964;11,8830539;43,0586
RA;Alfonsine;44,5063098;12,0406474;106,7905
RA;Bagnacavallo;44,4162904;11,9769723;79,5793
RA;Bagnara di Romagna;44,3888176;11,8258174;9,9578
RA;Brisighella;44,2213337;11,7690198;194,319
RA;Casola Valsenio;44,2235063;11,6230757;84,4135
RA;Castel Bolognese;44,319101;11,7989481;32,3734
RA;Cervia;44,2609163;12,3498146;82,2725
RA;Conselice;44,5126565;11,8290642;60,1994
RA;Cotignola;44,3843802;11,9422156;35,139
RA;Faenza;44,2854254;11,8827966;215,7569
RA;Fusignano;44,4680153;11,9592999;24,5496
RA;Lugo;44,4208242;11,911482;117,0548
RA;Massa Lombarda;44,4465613;11,8282127;37,2479
RA;Ravenna;44,4172153;12,1991388;653,8119
RA;Riolo Terme;44,2761462;11,7245473;44,2582
RA;Russi;44,3724117;12,032892;46,2594
RA;Sant'Agata sul Santerno;44,4423224;11,8616541;9,3707
RA;Solarolo;44,3601603;11,843752;26,0383
FC;Bagno di Romagna;43,8577896;11,9768614;233,5005
FC;Bertinoro;44,1488999;12,1342503;57,2533
FC;Borghi;44,0314491;12,3545688;30,2325
FC;Castrocaro Terme e Terra del Sole;44,1760548;11,9500265;38,9501
FC;Cesena;44,1365352;12,2421742;249,4614
FC;Cesenatico;44,1995224;12,3954409;45,1634
FC;Civitella di Romagna;44,0068447;11,9382572;117,929
FC;Dovadola;44,1216054;11,8874671;38,9702
FC;Forlì;44,222673;12,0406854;228,1972
FC;Forlimpopoli;44,1872153;12,126637;24,4588
FC;Galeata;43,9964072;11,9103695;63,1294
FC;Gambettola;44,1199924;12,3390715;7,7713
FC;Gatteo;44,1096031;12,3861093;14,138
FC;Longiano;44,0740787;12,3269215;23,576
FC;Meldola;44,1269607;12,0606161;79,0775
FC;Mercato Saraceno;43,956997;12,1958436;99,3304
FC;Modigliana;44,1562598;11,7926003;101,1628
FC;Montiano;44,0834975;12,3042419;9,2571
FC;Portico e San Benedetto;44,0258495;11,7809188;61,0511
FC;Predappio;44,1017999;11,9805002;91,3883
FC;Premilcuore;43,9763994;11,7756923;98,5567
FC;Rocca San Casciano;44,0614396;11,8422324;50,558
FC;Roncofreddo;44,0418676;12,3180857;51,526
FC;San Mauro Pascoli;44,1070182;12,4154914;17,2873
FC;Santa Sofia;43,946882;11,9079553;148,8602
FC;Sarsina;43,9185663;12,1408612;100,7182
FC;Savignano sul Rubicone;44,092084;12,3990833;23,3027
FC;Sogliano al Rubicone;44,0048669;12,300135;93,4291
FC;Tredozio;44,0793392;11,7437031;62,1988
FC;Verghereto;43,7956295;12,0058767;117,8823
PU;Acqualagna;43,6167088;12,6708705;50,6846
PU;Apecchio;43,5582798;12,4196389;103,1077
PU;Belforte all'Isauro;43,7169908;12,3756246;12,2898
PU;Borgo Pace;43,6581493;12,2946183;56,2216
PU;Cagli;43,5463595;12,6480136;226,4575
PU;Cantiano;43,4736345;12,6272316;83,2457
PU;Carpegna;43,7811962;12,3359932;28,9389
PU;Cartoceto;43,764562;12,8837669;23,2029
PU;Fano;43,8433832;13,0196595;120,3167
PU;Fermignano;43,6764701;12,6452801;43,7022
PU;Fossombrone;43,6888324;12,805711;106,8757
PU;Fratte Rosa;43,6319408;12,9009725;15,63
PU;Frontino;43,7645631;12,3774372;10,3673
PU;Frontone;43,5145992;12,7389091;36,0741
PU;Gabicce Mare;43,9665717;12,7564792;4,9349
PU;Gradara;43,9407597;12,7730036;17,5257
PU;Isola del Piano;43,7371374;12,7829328;23,3024
PU;Lunano;43,7304503;12,440985;15,0143
PU;Macerata Feltria;43,8030642;12,4427742;40,0743
PU;Mercatello sul Metauro;43,6474886;12,3367525;68,3532
PU;Mercatino Conca;43,870409;12,4935032;13,9454
PU;Mombaroccio;43,7968182;12,8548783;28,2059
PU;Mondavio;43,6745153;12,9685999;29,6355
PU;Mondolfo;43,7515001;13,0954608;24,3413
PU;Montecalvo in Foglia;43,8115272;12,6315787;18,247
PU;Monte Cerignone;43,8409706;12,4126317;18,2355
PU;Montefelcino;43,7350471;12,8332027;39,0064
PU;Monte Grimano Terme;43,8654251;12,472847;23,9678
PU;Montelabbate;43,8490546;12,7907613;19,565
PU;Monte Porzio;43,6898455;13,0451839;18,2874
PU;Peglio;43,696019;12,4960371;21,3607
PU;Pergola;43,5628603;12,8359884;112,3954
PU;Pesaro;43,9101234;12,9134588;152,8116
PU;Petriano;43,7802956;12,7333529;11,2713
PU;Piandimeleto;43,724141;12,4151338;39,9011
PU;Pietrarubbia;43,804184;12,3773996;13,2885
PU;Piobbico;43,5888025;12,5103479;48,1975
PU;San Costanzo;43,7630991;13,0695087;40,886
PU;San Lorenzo in Campo;43,603401;12,945432;28,798
PU;Sant'Angelo in Vado;43,6648772;12,4132666;67,3367
PU;Sant'Ippolito;43,6848064;12,8710336;19,8757
PU;Serra Sant'Abbondio;43,4908273;12,7706166;32,8009
PU;Tavoleto;43,8462146;12,5926362;12,4065
PU;Tavullia;43,8979252;12,7531967;42,0639
PU;Urbania;43,6683566;12,5242662;77,5329
PU;Urbino;43,7251026;12,6372978;226,4923
PU;Vallefoglia;43,8276687;12,7369513;39,5691
PU;Colli al Metauro;43,748869;12,8989031;46,1679
PU;Terre Roveresche;43,7053736;12,9591843;70,3655
PU;Sassocorvaro Auditore;43,8000414;12,5231164;87,5458
AN;Agugliano;43,5433546;13,3858022;21,8901
AN;Ancona;43,616739;13,5188738;124,8683
AN;Arcevia;43,4999756;12,9395971;128,331
AN;Barbara;43,5807791;13,0247378;11,0386
AN;Belvedere Ostrense;43,5804158;13,1668226;29,4501
AN;Camerano;43,5309056;13,5530271;20,0041
AN;Camerata Picena;43,5781832;13,3527525;11,8916
AN;Castelbellino;43,4878126;13,1460649;6,0471
AN;Castelfidardo;43,4645035;13,5465946;33,3901
AN;Castelleone di Suasa;43,6072219;12,976767;15,9198
AN;Castelplanio;43,4945667;13,081351;15,3181
AN;Cerreto d'Esi;43,3207154;12,9851517;16,9129
AN;Chiaravalle;43,5997118;13,3255503;17,602
AN;Corinaldo;43,6488281;13,0477262;49,2789
AN;Cupramontana;43,4455294;13,1156713;27,4029
AN;Fabriano;43,3362434;12,9047222;272,0776
AN;Falconara Marittima;43,6232703;13,3939252;25,8148
AN;Filottrano;43,4356539;13,3512814;71,2015
AN;Genga;43,4295753;12,9351022;73,1543
AN;Jesi;43,522797;13,2438253;108,9032
AN;Loreto;43,4402603;13,607927;17,8954
AN;Maiolati Spontini;43,4773147;13,1191043;21,4923
AN;Mergo;43,4714014;13,0373856;7,2775
AN;Monsano;43,5634614;13,2503073;14,6644
AN;Montecarotto;43,5263416;13,0645257;24,3854
AN;Montemarciano;43,6400648;13,3102266;22,3106
AN;Monte Roberto;43,4814171;13,1385117;13,5694
AN;Monte San Vito;43,6005627;13,2709708;21,8135
AN;Morro d'Alba;43,6011086;13,2140516;19,4605
AN;Numana;43,5134498;13,6215119;10,9349
AN;Offagna;43,5272342;13,4414789;10,6305
AN;Osimo;43,4861663;13,4819051;106,7377
AN;Ostra;43,61266;13,1583871;47,2517
AN;Ostra Vetere;43,6036926;13,0573619;30,0164
AN;Poggio San Marcello;43,511574;13,077049;13,3629
AN;Polverigi;43,5251834;13,3941208;24,9832
AN;Rosora;43,4827323;13,069191;9,4061
AN;San Marcello;43,5767174;13,2062068;25,7778
AN;San Paolo di Jesi;43,4548576;13,1735666;10,1118
AN;Santa Maria Nuova;43,4959218;13,3105321;18,2869
AN;Sassoferrato;43,4359751;12,8586508;137,2273
AN;Senigallia;43,7148084;13,2177788;117,7689
AN;Serra de' Conti;43,5425575;13,0377712;24,543
AN;Serra San Quirico;43,4475564;13,0148311;49,333
AN;Sirolo;43,5259967;13,6160384;16,6769
AN;Staffolo;43,4328371;13,1863169;27,4964
AN;Trecastelli;43,6858578;13,1075242;39,3019
MC;Apiro;43,3924489;13,1310117;53,7792
MC;Appignano;43,3640451;13,3462364;22,6722
MC;Belforte del Chienti;43,1642271;13,2377232;16,0545
MC;Bolognola;42,994231;13,2268443;25,8647
MC;Caldarola;43,1384268;13,2262685;29,2218
MC;Camerino;43,1353366;13,0676612;129,8821
MC;Camporotondo di Fiastrone;43,1317679;13,2655238;8,8058
MC;Castelraimondo;43,2099756;13,0576979;44,8463
MC;Castelsantangelo sul Nera;42,8944433;13,153074;70,6713
MC;Cessapalombo;43,1090721;13,2584077;27,5803
MC;Cingoli;43,3742563;13,2164666;148,1969
MC;Civitanova Marche;43,3066568;13,728028;46,0658
MC;Colmurano;43,1638441;13,3567034;11,1987
MC;Corridonia;43,248159;13,5088662;61,9643
MC;Esanatoglia;43,2514296;12,9461674;47,909
MC;Fiastra;43,0357431;13,1560052;84,4799
MC;Fiuminata;43,188617;12,931681;76,2168
MC;Gagliole;43,2394353;13,0680812;24,0501
MC;Gualdo;43,0673302;13,3379417;22,2234
MC;Loro Piceno;43,1660753;13,4161895;32,5783
MC;Macerata;43,3002138;13,45307;92,5263
MC;Matelica;43,2565875;13,0095161;81,1
MC;Mogliano;43,1859764;13,4808207;29,2582
MC;Montecassiano;43,3637291;13,4359356;33,3569
MC;Monte Cavallo;42,993533;13,0011551;38,5079
MC;Montecosaro;43,3168216;13,6352507;21,8779
MC;Montefano;43,4118948;13,4397496;33,9412
MC;Montelupone;43,3443602;13,5671218;32,6715
MC;Monte San Giusto;43,2359884;13,5942744;20,0369
MC;Monte San Martino;43,0311429;13,439369;18,4669
MC;Morrovalle;43,3146636;13,5800242;42,5803
MC;Muccia;43,0820663;13,0440499;25,9085
MC;Penna San Giovanni;43,0565456;13,4237424;28,0835
MC;Petriolo;43,221;13,4656263;15,6459
MC;Pieve Torina;43,0442989;13,0503853;74,7979
MC;Pioraco;43,1787552;12,9848424;19,4522
MC;Poggio San Vicino;43,3746855;13,0788374;13,0308
MC;Pollenza;43,2677962;13,3476021;39,5473
MC;Porto Recanati;43,4298113;13,6648926;17,2489
MC;Potenza Picena;43,3662334;13,6202567;48,5522
MC;Recanati;43,4038105;13,5488358;103,4588
MC;Ripe San Ginesio;43,1430211;13,3674937;10,1694
MC;San Ginesio;43,1079828;13,3167269;78,0195
MC;San Severino Marche;43,2288309;13,1771113;194,2547
MC;Sant'Angelo in Pontano;43,0992628;13,3954761;27,3837
MC;Sarnano;43,0354476;13,3010647;63,1659
MC;Sefro;43,1462185;12,9492539;42,537
MC;Serrapetrona;43,1768922;13,189371;37,6468
MC;Serravalle di Chienti;43,0718174;12,9520207;95,9871
MC;Tolentino;43,2086997;13,284298;95,1181
MC;Treia;43,3112549;13,3123024;93,5356
MC;Urbisaglia;43,1970172;13,3767884;22,8633
MC;Ussita;42,9440529;13,1384546;55,2948
MC;Visso;42,9307271;13,0883056;100,4148
MC;Valfornace;43,054621;13,1122565;48,6127
AP;Acquasanta Terme;42,7690896;13,4093022;138,3914
AP;Acquaviva Picena;42,9447002;13,8146411;21,0624
AP;Appignano del Tronto;42,899055;13,6660396;23,1943
AP;Arquata del Tronto;42,7726076;13,2967706;92,1821
AP;Ascoli Piceno;42,8531911;13,576909;158,0203
AP;Carassai;43,032118;13,6837282;22,2382
AP;Castel di Lama;42,8688814;13,7128933;10,9762
AP;Castignano;42,938032;13,6215543;38,7952
AP;Castorano;42,8983024;13,7276201;14,0833
AP;Colli del Tronto;42,8779784;13,748157;5,939
AP;Comunanza;42,9575529;13,4139156;54,3954
AP;Cossignano;42,984118;13,6879079;14,9507
AP;Cupra Marittima;43,0250583;13,8590131;17,3366
AP;Folignano;42,8210075;13,6325818;14,8568
AP;Force;42,9629737;13,4910459;34,3072
AP;Grottammare;42,988434;13,8683388;17,9947
AP;Maltignano;42,8316002;13,687176;8,1726
AP;Massignano;43,0508282;13,7970219;16,3038
AP;Monsampolo del Tronto;42,8974386;13,7909508;15,4334
AP;Montalto delle Marche;42,9873383;13,6071308;33,94
AP;Montedinove;42,9707143;13,5869646;11,9333
AP;Montefiore dell'Aso;43,0515871;13,7508962;28,2074
AP;Montegallo;42,8421628;13,3329888;48,4639
AP;Montemonaco;42,899464;13,3269576;67,7926
AP;Monteprandone;42,9200686;13,8357344;26,3736
AP;Offida;42,9351691;13,6919287;49,6025
AP;Palmiano;42,8992889;13,4585508;12,6977
AP;Ripatransone;43,0001367;13,7626448;74,2773
AP;Roccafluvione;42,8612355;13,4752134;60,6319
AP;Rotella;42,9544968;13,5609301;27,4373
AP;San Benedetto del Tronto;42,9436023;13,8829086;25,4053
AP;Spinetoli;42,8893074;13,773408;12,5824
AP;Venarotta;42,8811534;13,4928206;30,2096
MS;Aulla;44,2093308;9,9681547;59,9874
MS;Bagnone;44,3153772;9,9944278;73,9351
MS;Carrara;44,077284;10,0967828;71,2778
MS;Casola in Lunigiana;44,201158;10,1757178;41,5412
MS;Comano;44,2972141;10,1348789;53,8314
MS;Filattiera;44,331267;9,9368775;48,7783
MS;Fivizzano;44,237048;10,1228324;181,1155
MS;Fosdinovo;44,134366;10,0190587;48,3949
MS;Licciana Nardi;44,264972;10,0385393;55,6777
MS;Massa;44,0367284;10,141738;93,8397
MS;Montignoso;44,0181301;10,1764828;16,7091
MS;Mulazzo;44,321652;9,9070753;62,5051
MS;Podenzana;44,2063609;9,9412224;17,1035
MS;Pontremoli;44,3773761;9,8829482;182,5158
MS;Tresana;44,2382312;9,9515586;44,4507
MS;Villafranca in Lunigiana;44,2919726;9,9510258;29,3197
MS;Zeri;44,3529056;9,7635024;73,6187
LU;Altopascio;43,8150175;10,6747442;28,5991
LU;Bagni di Lucca;44,0105317;10,5912028;164,7064
LU;Barga;44,0730326;10,4847758;66,4641
LU;Borgo a Mozzano;43,9785065;10,5436003;72,2028
LU;Camaiore;43,9385799;10,3041741;85,4275
LU;Camporgiano;44,1586319;10,3337985;27,0912
LU;Capannori;43,8488983;10,5747991;156,1777
LU;Careggine;44,1207979;10,3243864;24,081
LU;Castelnuovo di Garfagnana;44,110301;10,4116603;28,4824
LU;Castiglione di Garfagnana;44,1490744;10,4112675;48,5253
LU;Coreglia Antelminelli;44,0645115;10,5253015;52,9404
LU;Forte dei Marmi;43,960159;10,1667052;9,1872
LU;Fosciandora;44,1152232;10,4554079;19,8594
LU;Gallicano;44,0604532;10,4356553;31,0403
LU;Lucca;43,8443042;10,5015132;185,7334
LU;Massarosa;43,8684779;10,3418058;68,2379
LU;Minucciano;44,1702969;10,2075641;57,2823
LU;Molazzana;44,072578;10,4184376;31,3297
LU;Montecarlo;43,8503455;10,6685703;15,63
LU;Pescaglia;43,9664067;10,4112828;70,5479
LU;Piazza al Serchio;44,1825514;10,3000167;27,0295
LU;Pietrasanta;43,9595385;10,2276878;42,1153
LU;Pieve Fosciana;44,1306135;10,4106854;28,7546
LU;Porcari;43,8396435;10,6167062;17,8894
LU;San Romano in Garfagnana;44,1689503;10,3454385;26,1567
LU;Seravezza;43,9951732;10,2284374;39,4678
LU;Stazzema;43,9970986;10,2956298;80,1265
LU;Vagli Sotto;44,1143747;10,2803963;41,2192
LU;Viareggio;43,8669243;10,2498112;32,5275
LU;Villa Basilica;43,9277583;10,6450966;36,5731
LU;Villa Collemandina;44,1595627;10,397572;34,79
LU;Fabbriche di Vergemoli;44,0233962;10,3995593;42,5469
LU;Sillano Giuncugnano;44,2421177;10,3117516;81,2949
PT;Agliana;43,9027674;11,0065334;11,6792
PT;Buggiano;43,8799148;10,727536;16,0642
PT;Lamporecchio;43,8169545;10,896787;22,2518
PT;Larciano;43,8246429;10,8771935;24,9667
PT;Marliana;43,9340432;10,7700546;43,0435
PT;Massa e Cozzile;43,9098976;10,744672;16,0119
PT;Monsummano Terme;43,871578;10,8144222;32,6232
PT;Montale;43,934722;11,022266;32,1174
PT;Montecatini-Terme;43,8840784;10,7727837;17,6864
