sigla_provincia;denominazione_ita;lat;lon;superficie_kmq
TO;Agliè;45,3634368;7,7685999;13,1462
TO;Airasca;44,9168832;7,4844311;15,7393
TO;Ala di Stura;45,3151133;7,3043438;46,3315
TO;Albiano d'Ivrea;45,4338982;7,9491448;11,7314
TO;Almese;45,1176634;7,3951819;17,8756
TO;Alpette;45,4099867;7,5785972;5,6261
TO;Alpignano;45,0944696;7,5242673;11,9193
TO;Andezeno;45,0358599;7,8699487;7,486
TO;Andrate;45,528381;7,8738392;9,3085
TO;Angrogna;44,8434461;7,2242923;38,8782
TO;Arignano;45,044028;7,9024464;8,1668
TO;Avigliana;45,0793571;7,3963234;23,2172
TO;Azeglio;45,4248665;7,9947706;9,9605
TO;Bairo;45,3862534;7,756918;7,0859
TO;Balangero;45,2700324;7,5193095;13,0063
TO;Baldissero Canavese;45,408408;7,7444444;4,5064
TO;Baldissero Torinese;45,0684227;7,8178077;15,4054
TO;Balme;45,302297;7,218314;62,7105
TO;Banchette;45,4608553;7,8565637;2,0289
TO;Barbania;45,2905029;7,6305109;12,8027
TO;Bardonecchia;45,0781688;6,7038239;132,203
TO;Barone Canavese;45,3277288;7,8705562;3,9864
TO;Beinasco;45,0220777;7,5791581;6,7343
TO;Bibiana;44,7975756;7,2897861;18,5979
TO;Bobbio Pellice;44,8077018;7,1179046;94,0819
TO;Bollengo;45,4733626;7,9453487;14,2234
TO;Borgaro Torinese;45,1519831;7,6578944;11,1039
TO;Borgiallo;45,4168178;7,6677336;6,9648
TO;Borgofranco d'Ivrea;45,5130128;7,858522;13,4189
TO;Borgomasino;45,361555;7,9887996;12,3712
TO;Borgone Susa;45,1231397;7,241214;4,9617
TO;Bosconero;45,2685663;7,7650698;10,919
TO;Brandizzo;45,1776535;7,8414756;6,2914
TO;Bricherasio;44,8255775;7,3028877;22,7585
TO;Brosso;45,4927657;7,8033343;11,135
TO;Brozolo;45,1174194;8,0712784;8,9504
TO;Bruino;45,0202313;7,4676911;5,5701
TO;Brusasco;45,1559558;8,0600942;14,3592
TO;Bruzolo;45,1431255;7,1939769;12,5598
TO;Buriasco;44,873355;7,411923;14,6868
TO;Burolo;45,4841252;7,9320566;5,476
TO;Busano;45,3288398;7,6557436;5,0591
TO;Bussoleno;45,1372801;7,1493187;37,0661
TO;Buttigliera Alta;45,0670146;7,4367807;8,0973
TO;Cafasse;45,2447136;7,5181235;10,2312
TO;Caluso;45,307865;7,8915053;39,4925
TO;Cambiano;44,9734576;7,7793248;14,1314
TO;Campiglione Fenile;44,8021199;7,3250382;11,0863
TO;Candia Canavese;45,3281713;7,8866124;9,1318
TO;Candiolo;44,9602633;7,6012111;11,8499
TO;Canischio;45,3743498;7,5952182;11,9505
TO;Cantalupa;44,9403073;7,3326039;11,1953
TO;Cantoira;45,3432391;7,3816797;23,0319
TO;Caprie;45,1178654;7,3325065;16,4078
TO;Caravino;45,3986096;7,9602135;11,5371
TO;Carema;45,5844545;7,8123043;10,2579
TO;Carignano;44,9066637;7,6753431;50,679
TO;Carmagnola;44,8465448;7,7181575;95,7148
TO;Casalborgone;45,129963;7,9404405;20,125
TO;Cascinette d'Ivrea;45,4784597;7,9046983;2,1726
TO;Caselette;45,1058811;7,4832072;14,3136
TO;Caselle Torinese;45,1771666;7,6481863;23,5513
TO;Castagneto Po;45,1606091;7,8869884;11,4732
TO;Castagnole Piemonte;44,8986165;7,5665563;17,2796
TO;Castellamonte;45,3833395;7,7098652;38,7063
TO;Castelnuovo Nigra;45,4373279;7,6951142;28,3756
TO;Castiglione Torinese;45,1233094;7,8160937;14,1345
TO;Cavagnolo;45,1520751;8,0513102;12,3285
TO;Cavour;44,7840265;7,3752321;48,9591
TO;Cercenasco;44,8612571;7,5012581;13,1595
TO;Ceres;45,3130821;7,3893433;28,0516
TO;Ceresole Reale;45,4326228;7,232541;99,8147
TO;Cesana Torinese;44,9524088;6,7942278;121,7001
TO;Chialamberto;45,3628633;7,3457007;35,4478
TO;Chianocco;45,1485865;7,1693934;18,6134
TO;Chiaverano;45,4994028;7,9031274;12,0221
TO;Chieri;45,0131517;7,8210716;54,1975
TO;Chiesanuova;45,4178128;7,6560592;4,1189
TO;Chiomonte;45,1193861;6,9833861;26,7549
TO;Chiusa di San Michele;45,1015471;7,3264449;5,9165
TO;Chivasso;45,1885564;7,8871395;51,2378
TO;Ciconio;45,3303253;7,7598721;3,1638
TO;Cintano;45,428055;7,686621;4,9345
TO;Cinzano;45,0938984;7,9211215;6,1962
TO;Ciriè;45,2320252;7,6037821;17,7329
TO;Claviere;44,9386158;6,7493064;2,6872
TO;Coassolo Torinese;45,3007164;7,4613293;27,8788
TO;Coazze;45,0514173;7,2946436;56,5727
TO;Collegno;45,0774011;7,5691295;18,0993
TO;Colleretto Castelnuovo;45,4214111;7,6789816;6,3321
TO;Colleretto Giacosa;45,4328929;7,7999643;4,5894
TO;Condove;45,1171436;7,3107299;71,1131
TO;Corio;45,3127462;7,5325615;41,4914
TO;Cossano Canavese;45,3883351;7,9933732;3,2384
TO;Cuceglio;45,3589326;7,8148439;6,8709
TO;Cumiana;44,9827939;7,3743768;60,7335
TO;Cuorgnè;45,3912313;7,6489149;19,3134
TO;Druento;45,1347332;7,5762042;27,5395
TO;Exilles;45,0974909;6,9296242;46,5474
TO;Favria;45,3328504;7,6880143;14,8499
TO;Feletto;45,305494;7,7471079;7,8931
TO;Fenestrelle;45,0342952;7,0518867;49,4091
TO;Fiano;45,218123;7,5197835;12,0415
TO;Fiorano Canavese;45,4675752;7,8289773;4,3457
TO;Foglizzo;45,2720198;7,8231787;15,6427
TO;Forno Canavese;45,3468407;7,5867804;16,5003
TO;Frassinetto;45,4360373;7,6056789;24,8185
TO;Front;45,2795532;7,6655965;10,9482
TO;Frossasco;44,9336199;7,3507705;20,1488
TO;Garzigliana;44,8367717;7,3747313;7,4018
TO;Gassino Torinese;45,1274531;7,8248966;20,5108
TO;Germagnano;45,2621833;7,4668644;14,4442
TO;Giaglione;45,1396886;7,0141385;33,3833
TO;Giaveno;45,0447522;7,3530865;71,7376
TO;Givoletto;45,1587801;7,4967729;12,8199
TO;Gravere;45,1239188;7,0210728;18,987
TO;Groscavallo;45,3689574;7,2822951;92,0935
TO;Grosso;45,2563694;7,5566335;4,3296
TO;Grugliasco;45,0621103;7,5778006;13,1321
TO;Ingria;45,4662964;7,5708626;14,7506
TO;Inverso Pinasca;44,9472274;7,215964;8,0292
TO;Isolabella;44,9066417;7,9092678;4,7716
TO;Issiglio;45,4468144;7,7541627;5,5042
TO;Ivrea;45,4661941;7,8759668;30,1075
TO;La Cassa;45,1818247;7,51913;12,0353
TO;La Loggia;44,9566759;7,6677072;12,7929
TO;Lanzo Torinese;45,2723224;7,4766155;10,2876
TO;Lauriano;45,1584557;7,9916695;14,29
TO;Leini;45,1839381;7,7151076;31,9191
TO;Lemie;45,2285585;7,2928817;45,6753
TO;Lessolo;45,4761616;7,8142197;7,9366
TO;Levone;45,3181072;7,6059006;5,3912
TO;Locana;45,4169972;7,4612623;132,5173
TO;Lombardore;45,2357094;7,7362669;12,7158
TO;Lombriasco;44,8415984;7,6357788;7,2096
TO;Loranzè;45,4422362;7,810871;4,1914
TO;Luserna San Giovanni;44,8143175;7,2457908;17,7414
TO;Lusernetta;44,8023618;7,250236;7,0398
TO;Lusigliè;45,3185684;7,7664666;5,2585
TO;Macello;44,8511751;7,4007927;14,1404
TO;Maglione;45,3477069;8,0117445;6,3129
TO;Marentino;45,0580041;7,8733297;11,2593
TO;Massello;44,9585595;7,0563128;38,2587
TO;Mathi;45,2566436;7,5413209;7,0706
TO;Mattie;45,1187055;7,1121519;28,6942
TO;Mazzè;45,298539;7,9370016;27,3424
TO;Meana di Susa;45,1207336;7,0681407;16,5439
TO;Mercenasco;45,3569822;7,8825668;12,6383
TO;Mezzenile;45,2924068;7,3950199;29,0871
TO;Mombello di Torino;45,0463992;7,9195483;4,0825
TO;Mompantero;45,1399072;7,0579733;30,3332
TO;Monastero di Lanzo;45,3014274;7,4391322;17,6554
TO;Moncalieri;45,000924;7,6852479;47,5288
TO;Moncenisio;45,2052902;6,9835609;4,5007
TO;Montaldo Torinese;45,0663638;7,8508936;4,6567
TO;Montalenghe;45,3377263;7,8398563;6,4681
TO;Montalto Dora;45,4936297;7,8637946;7,3567
TO;Montanaro;45,2328961;7,8528256;20,9036
TO;Monteu da Po;45,1505427;8,0147845;7,3896
TO;Moriondo Torinese;45,0390614;7,9440556;6,4895
TO;Nichelino;44,9951889;7,6473727;20,5627
TO;Noasca;45,453056;7,3135435;78,0481
TO;Nole;45,2452388;7,5701212;11,353
TO;Nomaglio;45,5351887;7,8597152;3,0743
TO;None;44,9323104;7,5412396;24,6422
TO;Novalesa;45,1876373;7,0146657;28,5542
TO;Oglianico;45,3425704;7,6927438;6,303
TO;Orbassano;45,0070316;7,5369568;22,2078
TO;Orio Canavese;45,3284928;7,8602996;7,1541
TO;Osasco;44,8494709;7,3431663;5,4885
TO;Osasio;44,8694593;7,6075282;4,5771
TO;Oulx;45,0312711;6,8322188;99,7857
TO;Ozegna;45,3490184;7,7431342;5,4058
TO;Palazzo Canavese;45,4574832;7,9780494;5,0819
TO;Pancalieri;44,8304699;7,5881618;15,8878
TO;Parella;45,42999;7,7910274;2,6886
TO;Pavarolo;45,0689255;7,834758;4,4056
TO;Pavone Canavese;45,435266;7,853976;11,54
TO;Pecetto Torinese;45,0195573;7,7486999;9,173
TO;Perosa Argentina;44,958097;7,1923703;26,0906
TO;Perosa Canavese;45,3971612;7,8292559;4,708
TO;Perrero;44,9374546;7,1152671;63,183
TO;Pertusio;45,3534027;7,6387241;4,0041
TO;Pessinetto;45,290546;7,4028471;5,3498
TO;Pianezza;45,1006232;7,5463576;16,4634
TO;Pinasca;44,9426596;7,2276729;34,7183
TO;Pinerolo;44,8873317;7,3320011;50,3376
TO;Pino Torinese;45,0435191;7,7721652;21,8196
TO;Piobesi Torinese;44,9330545;7,6119311;19,6488
TO;Piossasco;44,9906984;7,4627552;40,1459
TO;Piscina;44,9194615;7,4258975;9,9034
TO;Piverone;45,4475488;8,0071026;11,0343
TO;Poirino;44,9211961;7,8436194;75,6186
TO;Pomaretto;44,9550641;7,1822031;8,5611
TO;Pont Canavese;45,4207331;7,5935708;19,0609
TO;Porte;44,8875621;7,2679852;4,4476
TO;Pragelato;45,0162744;6,9422934;89,2017
TO;Prali;44,8904046;7,0490437;72,6092
TO;Pralormo;44,8613542;7,9006632;29,8455
TO;Pramollo;44,9045853;7,2116986;22,4785
TO;Prarostino;44,8658369;7,2697215;10,5052
TO;Prascorsano;45,3676604;7,6157085;6,2419
TO;Pratiglione;45,3536517;7,5960906;7,8803
TO;Quagliuzzo;45,4264997;7,7818365;2,038
TO;Quassolo;45,5249408;7,8324759;3,9559
TO;Quincinetto;45,5608176;7,8057688;17,7879
TO;Reano;45,0517062;7,429554;6,6658
TO;Ribordone;45,4316138;7,502419;43,6002
TO;Rivalba;45,1188065;7,8870447;10,8334
TO;Rivalta di Torino;45,0345441;7,5232926;25,1076
TO;Riva presso Chieri;44,9862792;7,8691993;35,8318
TO;Rivara;45,3323186;7,6250614;12,5838
TO;Rivarolo Canavese;45,3327982;7,7252212;32,2459
TO;Rivarossa;45,2512811;7,7171996;10,8733
TO;Rivoli;45,070628;7,5339449;29,4998
TO;Robassomero;45,200084;7,5701592;8,5756
TO;Rocca Canavese;45,3094102;7,578537;14,1912
TO;Roletto;44,9252466;7,3306684;9,7039
TO;Romano Canavese;45,3913474;7,8679044;11,2106
TO;Ronco Canavese;45,4994349;7,5456723;96,2686
TO;Rondissone;45,24679;7,9658163;10,6877
TO;Rorà;44,7923004;7,1984925;12,4075
TO;Roure;45,0010825;7,1290852;59,3732
TO;Rosta;45,0714196;7,4639672;9,065
TO;Rubiana;45,1392048;7,3823984;26,9371
TO;Rueglio;45,4678542;7,7558219;15,1002
TO;Salassa;45,3595602;7,6893918;4,9519
TO;Salbertrand;45,0723713;6,8836881;38,3198
TO;Salerano Canavese;45,4564477;7,8499024;2,1034
TO;Salza di Pinerolo;44,9405416;7,053245;15,8859
TO;Samone;45,4492906;7,8456432;2,433
TO;San Benigno Canavese;45,2239633;7,7826551;22,2318
TO;San Carlo Canavese;45,2481552;7,6101615;20,9068
TO;San Colombano Belmonte;45,3814438;7,618451;3,3809
TO;San Didero;45,1351631;7,215155;3,3037
TO;San Francesco al Campo;45,2255394;7,6556646;14,9796
TO;Sangano;45,0262347;7,4505386;6,6513
TO;San Germano Chisone;44,8987128;7,2408566;15,8616
TO;San Gillio;45,1420605;7,5338325;8,8866
TO;San Giorgio Canavese;45,3354473;7,7942594;20,4049
TO;San Giorio di Susa;45,1284155;7,1775315;19,7366
TO;San Giusto Canavese;45,3122172;7,8083334;9,6132
TO;San Martino Canavese;45,3945985;7,8183624;9,7933
TO;San Maurizio Canavese;45,2191199;7,630753;17,3442
TO;San Mauro Torinese;45,1030953;7,7663283;12,5517
TO;San Pietro Val Lemina;44,9073254;7,3135553;12,4446
TO;San Ponso;45,3508201;7,6675166;2,1243
TO;San Raffaele Cimena;45,1472256;7,8486967;11,152
TO;San Sebastiano da Po;45,1664428;7,9534693;16,5766
TO;San Secondo di Pinerolo;44,8665626;7,2986478;12,5719
TO;Sant'Ambrogio di Torino;45,0996877;7,3593131;8,3683
TO;Sant'Antonino di Susa;45,1070831;7,2735097;9,7945
TO;Santena;44,9496848;7,7731601;16,1983
TO;Sauze di Cesana;44,9404442;6,8604972;78,2772
TO;Sauze d'Oulx;45,0280858;6,8582494;17,3112
TO;Scalenghe;44,888306;7,4979654;31,6768
TO;Scarmagno;45,3858304;7,8407105;8,0308
TO;Sciolze;45,0950363;7,8776624;11,3557
TO;Sestriere;44,9576468;6,8765512;25,9158
TO;Settimo Rottaro;45,4049042;7,9922308;6,0578
TO;Settimo Torinese;45,1369893;7,7712401;31,4505
TO;Settimo Vittone;45,5481131;7,8317209;23,2604
TO;Sparone;45,4133052;7,5442141;29,6785
TO;Strambinello;45,4232477;7,768662;2,214
TO;Strambino;45,3845912;7,8806282;22,4686
TO;Susa;45,1352513;7,0464196;10,9879
TO;Tavagnasco;45,5432265;7,8226103;8,6751
TO;Torino;45,073274;7,6806875;130,0645
TO;Torrazza Piemonte;45,2152115;7,9749012;9,8238
TO;Torre Canavese;45,3918288;7,7605391;5,4545
TO;Torre Pellice;44,8207373;7,2239787;21,0981
TO;Trana;45,0370941;7,4173032;16,4059
TO;Traversella;45,5094155;7,7504099;39,3597
TO;Traves;45,2705812;7,4297477;10,4544
TO;Trofarello;44,9859626;7,7403033;12,3475
TO;Usseaux;45,0484973;7,0268735;37,9669
TO;Usseglio;45,2327269;7,2172202;98,5375
TO;Vaie;45,1018931;7,2866307;7,2292
TO;Val della Torre;45,1555656;7,4494114;36,5253
TO;Valgioie;45,0760079;7,3396396;9,12
TO;Vallo Torinese;45,2235028;7,4992892;6,0792
TO;Valperga;45,3702749;7,656787;11,9094
TO;Valprato Soana;45,52238;7,5489663;71,8527
TO;Varisella;45,2098424;7,4890253;22,5579
TO;Vauda Canavese;45,2792452;7,6182078;7,0929
TO;Venaus;45,1547026;7,0119477;19,1435
TO;Venaria Reale;45,1325378;7,6314973;20,4424
TO;Verolengo;45,1890505;7,9671578;29,4882
TO;Verrua Savoia;45,1565508;8,0931476;31,9431
TO;Vestignè;45,3867057;7,9538786;12,0691
TO;Vialfrè;45,380843;7,8181718;4,6453
TO;Vidracco;45,4304595;7,7590151;2,9677
TO;Vigone;44,842352;7,4945243;41,1543
TO;Villafranca Piemonte;44,7812774;7,5045086;50,7854
TO;Villanova Canavese;45,2429376;7,5535404;4,0306
TO;Villarbasse;45,0448707;7,468001;10,4088
TO;Villar Dora;45,1178382;7,3838222;5,7067
TO;Villareggia;45,3110147;7,9785;11,4091
TO;Villar Focchiardo;45,1097152;7,2266896;25,6868
TO;Villar Pellice;44,8085876;7,1582795;60,2927
TO;Villar Perosa;44,9201904;7,249269;11,4228
TO;Villastellone;44,9215522;7,7453533;19,8767
TO;Vinovo;44,9487821;7,6342416;17,6941
TO;Virle Piemonte;44,8659384;7,5688908;14,0573
TO;Vische;45,3315726;7,9513803;17,0748
TO;Vistrorio;45,441102;7,7694197;4,6817
TO;Viù;45,2389441;7,3764679;84,1119
TO;Volpiano;45,2019004;7,7755503;32,4629
TO;Volvera;44,9550226;7,5123049;20,9827
TO;Mappano;45,1509961;7,7037794;9,7589
TO;Val di Chy;45,4620917;7,773137;13,831
TO;Valchiusa;45,5203531;7,7071195;49,6245
VC;Alagna Valsesia;45,8533368;7,9381296;133,1704
VC;Albano Vercellese;45,4251196;8,3805828;13,7804
VC;Alice Castello;45,3665324;8,0746946;24,565
VC;Arborio;45,4960914;8,3889854;23,3101
VC;Asigliano Vercellese;45,2611784;8,4061942;26,3156
VC;Balmuccia;45,8183577;8,1382562;9,7885
VC;Balocco;45,4555397;8,2810335;16,8079
VC;Bianzè;45,3073811;8,1200641;41,8058
VC;Boccioleto;45,8299973;8,1132908;33,8706
VC;Borgo d'Ale;45,3499212;8,053727;39,5707
VC;Borgosesia;45,7167385;8,2764104;41,0901
VC;Borgo Vercelli;45,3571618;8,4663705;19,2949
VC;Buronzo;45,4821244;8,2683343;25,0776
VC;Campertogno;45,7986834;8,032167;34,1364
VC;Carcoforo;45,9089017;8,0489014;22,8004
VC;Caresana;45,2210857;8,5064856;24,1087
VC;Caresanablot;45,3573559;8,3887727;11,0218
VC;Carisio;45,4084654;8,198586;30,1062
VC;Casanova Elvo;45,3995339;8,2933068;16,205
VC;San Giacomo Vercellese;45,4974175;8,3253451;9,6044
VC;Cervatto;45,8830922;8,162354;9,538
VC;Cigliano;45,3095599;8,021489;25,3078
VC;Civiasco;45,8066954;8,2927871;7,3878
VC;Collobiano;45,3971293;8,3485358;9,2234
VC;Costanzana;45,2361993;8,3700654;20,9676
VC;Cravagliana;45,8473583;8,2011295;34,8563
VC;Crescentino;45,1923283;8,1025827;48,2233
VC;Crova;45,3300408;8,2119299;14,0162
VC;Desana;45,2687361;8,3574505;16,4768
VC;Fobello;45,8895691;8,1589187;28,1403
VC;Fontanetto Po;45,1933967;8,1917165;23,2424
VC;Formigliana;45,4287819;8,2929105;16,7629
VC;Gattinara;45,617352;8,3712807;33,6659
VC;Ghislarengo;45,5293231;8,384323;12,503
VC;Greggio;45,4518081;8,3824755;11,8817
VC;Guardabosone;45,7009478;8,2503224;6,0875
VC;Lamporo;45,2300833;8,0975502;9,644
VC;Lenta;45,5555702;8,384448;18,9701
VC;Lignana;45,2852984;8,3460464;22,574
VC;Livorno Ferraris;45,2816618;8,0819976;58,028
VC;Lozzolo;45,6225953;8,3220794;6,6672
VC;Mollia;45,8152932;8,0309665;13,9178
VC;Moncrivello;45,3312332;7,9958611;20,1818
VC;Motta de' Conti;45,1915035;8,520771;11,715
VC;Olcenengo;45,3635979;8,3113898;16,5035
VC;Oldenico;45,4023576;8,3827208;6,527
VC;Palazzolo Vercellese;45,1845011;8,2328243;13,9396
VC;Pertengo;45,2356219;8,417629;8,2949
VC;Pezzana;45,2620659;8,4842019;17,3517
VC;Pila;45,7702581;8,0808151;8,6903
VC;Piode;45,7697758;8,0530867;13,5976
VC;Postua;45,7141971;8,2314962;16,1782
VC;Prarolo;45,2822302;8,4793438;11,5388
VC;Quarona;45,7598619;8,2654215;16,156
VC;Quinto Vercellese;45,3804833;8,3621848;10,9022
VC;Rassa;45,7686363;8,0141933;43,2698
VC;Rimella;45,9079532;8,1825922;26,2702
VC;Rive;45,2125683;8,4183193;9,4089
VC;Roasio;45,6086313;8,2889284;27,916
VC;Ronsecco;45,2535053;8,2777719;24,4754
VC;Rossa;45,8335577;8,1256449;11,8379
VC;Rovasenda;45,5367966;8,3136149;29,2681
VC;Salasco;45,3252919;8,2637808;12,1875
VC;Sali Vercellese;45,3093341;8,3296825;8,7766
VC;Saluggia;45,2358358;8,0111381;31,5981
VC;San Germano Vercellese;45,3501865;8,2509496;30,6327
VC;Santhià;45,3669258;8,1743501;53,1294
VC;Scopa;45,7917234;8,1131603;22,5335
VC;Scopello;45,773683;8,0948415;18,2544
VC;Serravalle Sesia;45,6861578;8,3114752;20,9053
VC;Stroppiana;45,2313972;8,4534773;18,314
VC;Tricerro;45,2337999;8,3251494;12,2491
VC;Trino;45,1942074;8,2969005;70,6054
VC;Tronzano Vercellese;45,3427938;8,1746927;44,7508
VC;Valduggia;45,7263977;8,3278565;28,4259
VC;Varallo;45,8140503;8,2562118;102,973
VC;Vercelli;45,3239845;8,4232343;79,7743
VC;Villarboit;45,436658;8,336869;25,5109
VC;Villata;45,3856147;8,4326028;14,5822
VC;Vocca;45,8309936;8,1875302;20,2573
VC;Alto Sermenza;45,8766505;8,0290443;60,3259
VC;Cellio con Breia;45,7607085;8,3117469;17,2793
NO;Agrate Conturbia;45,6759896;8,5599266;14,5364
NO;Ameno;45,7887932;8,4394275;9,9965
NO;Armeno;45,8219765;8,4391789;31,5154
NO;Arona;45,7604019;8,5594897;15,1698
NO;Barengo;45,5747818;8,5120132;19,4928
NO;Bellinzago Novarese;45,5703104;8,6397311;39,1786
NO;Biandrate;45,4537873;8,4637055;12,4536
NO;Boca;45,6782956;8,4087054;9,608
NO;Bogogno;45,6671743;8,5344991;8,5097
NO;Bolzano Novarese;45,7628355;8,4441526;3,3043
NO;Borgolavezzaro;45,3183864;8,6992676;21,0913
NO;Borgomanero;45,698883;8,4629865;32,2699
NO;Borgo Ticino;45,6880765;8,6039222;13,3738
NO;Briga Novarese;45,7313926;8,4515914;4,7479
NO;Briona;45,5422061;8,4798193;24,7562
NO;Caltignaga;45,517092;8,5879148;22,3213
NO;Cameri;45,5010303;8,6622435;39,985
NO;Carpignano Sesia;45,5353124;8,4183407;14,6557
NO;Casalbeltrame;45,4362445;8,4683785;16,0407
NO;Casaleggio Novara;45,4863093;8,4926659;10,531
NO;Casalino;45,357685;8,5227352;39,4901
NO;Casalvolone;45,3994628;8,4643646;17,4849
NO;Castellazzo Novarese;45,5139988;8,4887075;10,7918
NO;Castelletto sopra Ticino;45,7140591;8,6423732;14,6411
NO;Cavaglietto;45,6028078;8,5009121;6,4855
NO;Cavaglio d'Agogna;45,6118196;8,482786;9,8335
NO;Cavallirio;45,664969;8,3967364;8,3261
NO;Cerano;45,4106786;8,7808551;32,6332
NO;Colazza;45,7926355;8,4990851;3,1618
NO;Comignago;45,7152483;8,5651231;4,4493
NO;Cressa;45,648002;8,5074836;7,1035
NO;Cureggio;45,6751385;8,4613609;8,5068
NO;Divignano;45,6622872;8,6014953;5,0977
NO;Dormelletto;45,7301706;8,5731841;7,2522
NO;Fara Novarese;45,5551244;8,4591121;9,2147
NO;Fontaneto d'Agogna;45,639867;8,4845827;21,1702
NO;Galliate;45,4777007;8,6952726;29,3662
NO;Garbagna Novarese;45,3866548;8,6596796;10,0494
NO;Gargallo;45,7275134;8,4292154;3,7542
NO;Ghemme;45,5978178;8,420091;20,6442
NO;Gozzano;45,7475661;8,4346508;12,5821
NO;Granozzo con Monticello;45,3601442;8,5741367;19,5208
NO;Grignasco;45,6819106;8,3397089;14,3337
NO;Invorio;45,7559157;8,4867397;17,3717
NO;Landiona;45,4969127;8,4221687;7,2834
NO;Lesa;45,8301213;8,5648443;13,5806
NO;Maggiora;45,6907627;8,4209948;10,6587
NO;Mandello Vitta;45,495238;8,4591859;5,8541
NO;Marano Ticino;45,6298317;8,6319364;7,7879
NO;Massino Visconti;45,8219143;8,5388081;6,8639
NO;Meina;45,7900448;8,5376017;7,5349
NO;Mezzomerico;45,6202916;8,60462;7,7187
NO;Miasino;45,8021998;8,430361;5,521
NO;Momo;45,573919;8,5553705;23,5907
NO;Nebbiuno;45,8060862;8,5242387;8,2651
NO;Nibbiola;45,3717892;8,6563525;11,3421
NO;Novara;45,44589;8,6219159;103,0492
NO;Oleggio;45,596695;8,6373638;37,7943
NO;Oleggio Castello;45,7493254;8,5297117;5,9351
NO;Orta San Giulio;45,7991727;8,4056846;6,65
NO;Paruzzaro;45,7486966;8,5134575;5,2272
NO;Pella;45,7970808;8,3831169;8,1345
NO;Pettenasco;45,8173318;8,4085751;7,0713
NO;Pisano;45,7935586;8,5104372;2,7659
NO;Pogno;45,7566818;8,3830747;9,8653
NO;Pombia;45,6492746;8,6323887;12,2966
NO;Prato Sesia;45,6478829;8,3737739;12,126
NO;Recetto;45,4608115;8,4360882;8,8526
NO;Romagnano Sesia;45,6333577;8,3828761;17,9764
NO;Romentino;45,4626094;8,7208535;17,6906
NO;San Maurizio d'Opaglio;45,7724817;8,390958;8,5099
NO;San Nazzaro Sesia;45,4381361;8,4235666;11,4512
NO;San Pietro Mosezzo;45,4556152;8,5434721;34,8992
NO;Sillavengo;45,5204608;8,4405271;9,5352
NO;Sizzano;45,5773532;8,4373333;10,7543
NO;Soriso;45,7422787;8,4093648;6,3719
NO;Sozzago;45,397822;8,7209774;12,9144
NO;Suno;45,6311527;8,5409244;21,3271
NO;Terdobbiate;45,3763568;8,695097;8,4632
NO;Tornaco;45,3573679;8,7179066;13,2408
NO;Trecate;45,4319091;8,7350555;38,2224
NO;Vaprio d'Agogna;45,6035421;8,5540506;10,0123
NO;Varallo Pombia;45,6667102;8,6330527;13,612
NO;Vespolate;45,3494764;8,6690381;17,7798
NO;Vicolungo;45,4788349;8,4613171;13,2939
NO;Vinzaglio;45,3236585;8,5184053;15,4636
NO;Gattico-Veruno;45,705204;8,5268386;26,1601
CN;Acceglio;44,4757985;6,9912226;151,5276
CN;Aisone;44,3134369;7,2208339;36,9173
CN;Alba;44,700916;8,035699;53,5853
CN;Albaretto della Torre;44,5959075;8,0640823;4,5899
CN;Alto;44,1082689;8,0036858;7,4616
CN;Argentera;44,3795782;6,9693782;76,2591
CN;Arguello;44,5829193;8,1106798;4,9174
CN;Bagnasco;44,3020597;8,0425832;30,949
CN;Bagnolo Piemonte;44,7598976;7,3154823;63,2505
CN;Baldissero d'Alba;44,7587078;7,9157493;15,3257
CN;Barbaresco;44,7255426;8,0804646;7,7637
CN;Barge;44,7252145;7,3233938;81,9923
CN;Barolo;44,6098752;7,9418082;5,6892
CN;Bastia Mondovì;44,4413762;7,8933219;12,0006
CN;Battifollo;44,3191594;8,0094814;11,1195
CN;Beinette;44,3656571;7,6457067;17,6865
CN;Bellino;44,5805979;7,0171607;62,07
CN;Belvedere Langhe;44,4945561;7,9741677;5,003
CN;Bene Vagienna;44,5452312;7,8328253;48,9673
CN;Benevello;44,6281819;8,1059188;5,4389
CN;Bergolo;44,5480034;8,183526;3,1118
CN;Bernezzo;44,3885948;7,4353103;25,8445
CN;Bonvicino;44,5036111;8,0159202;7,2409
CN;Borgomale;44,6204344;8,1327556;8,4778
CN;Borgo San Dalmazzo;44,3287485;7,4874639;22,3397
CN;Bosia;44,6024594;8,1462032;5,5405
CN;Bossolasco;44,5267822;8,0575028;14,5453
CN;Boves;44,3298085;7,5519949;50,9483
CN;Bra;44,6981762;7,8547477;59,5298
CN;Briaglia;44,395107;7,8769895;6,2376
CN;Briga Alta;44,0832046;7,7507606;52,1796
CN;Brondello;44,6000492;7,4051372;10,124
CN;Brossasco;44,570289;7,3604423;28,0639
CN;Busca;44,5136882;7,4735215;76,7643
CN;Camerana;44,4226542;8,1407987;23,6378
CN;Canale;44,7972027;7,9914096;17,8655
CN;Canosio;44,4553172;7,0813913;48,4476
CN;Caprauna;44,1158086;7,9549407;11,5018
CN;Caraglio;44,417706;7,427621;41,6759
CN;Caramagna Piemonte;44,7804298;7,7411759;26,3287
CN;Cardè;44,7441733;7,478216;19,3047
CN;Carrù;44,4785823;7,8800643;25,838
CN;Cartignano;44,4770751;7,2876953;6,4192
